Start Date,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),GHG Savings (kg),Energy (kWh),Port Type,Plug Type,Gasoline Savings (gallons),Postal Code,Ended By,Fee,Driver Postal Code,User ID,day_of_week,week,month,hour,count_event
2014-12-11 21:33:00,2:33:18,2:32:50,3.492,8.315,Level 2,J1772,1.044,30308,Plug Out at Vehicle,2.17,30076,307599.0,Thursday,50,12,21,1
2014-12-11 18:22:00,5:41:12,5:41:05,4.985,11.87,Level 2,J1772,1.49,30308,Plug Out at Vehicle,4.83,30062,261355.0,Thursday,50,12,18,1
2014-12-11 16:08:00,5:32:34,4:36:16,5.841,13.907,Level 2,J1772,1.745,30308,Customer,4.71,30318,269487.0,Thursday,50,12,16,1
2014-12-11 19:38:00,0:32:14,0:31:53,0.7040000000000001,1.676,Level 2,J1772,0.21,30308,Plug Out at Vehicle,0.46,30360,200169.0,Thursday,50,12,19,1
2014-12-11 17:26:00,2:33:54,2:33:31,3.536,8.419,Level 2,J1772,1.057,30308,Plug Out at Vehicle,2.18,30022,324481.0,Thursday,50,12,17,1
2014-12-11 17:07:00,1:08:08,1:07:54,1.757,4.183,Level 2,J1772,0.525,30308,Customer,0.97,30043,251467.0,Thursday,50,12,17,1
2014-12-11 09:09:00,8:47:59,6:53:11,8.373,19.937,Level 2,J1772,2.502,30308,Plug Out at Vehicle,7.48,30622,217113.0,Thursday,50,12,9,1
2014-12-11 14:24:00,2:45:58,2:39:20,5.183,12.341,Level 2,J1772,1.5490000000000002,30308,Plug Out at Vehicle,2.35,30080,241607.0,Thursday,50,12,14,1
2014-12-11 09:19:00,5:12:40,5:12:21,6.587999999999999,15.686,Level 2,J1772,1.969,30308,Plug Out at Vehicle,4.43,30318,305159.0,Thursday,50,12,9,1
2014-12-11 11:58:00,1:58:17,1:58:01,2.7569999999999997,6.564,Level 2,J1772,0.8240000000000001,30308,CPS Server,1.68,30064,330521.0,Thursday,50,12,11,1
2014-12-11 10:54:00,2:52:55,2:52:38,3.912,9.312999999999999,Level 2,J1772,1.169,30308,CPS Server,2.45,30075,206089.0,Thursday,50,12,10,1
2014-12-11 08:40:00,3:10:08,2:25:58,3.3560000000000003,7.9910000000000005,Level 2,J1772,1.003,30308,Plug Out at Vehicle,2.69,30306,254595.0,Thursday,50,12,8,1
2014-12-11 07:01:00,2:13:53,2:13:41,5.257000000000001,12.517000000000001,Level 2,J1772,1.571,30308,Plug Out at Vehicle,1.9,30102,254811.0,Thursday,50,12,7,1
2014-12-10 21:05:00,1:32:07,1:31:34,3.343,7.961,Level 2,J1772,0.9990000000000001,30308,Plug Out at Vehicle,1.3,30062,261355.0,Wednesday,50,12,21,1
2014-12-10 13:01:00,5:10:27,5:10:21,7.641,18.192,Level 2,J1772,2.283,30308,Plug Out at Vehicle,4.4,30622,217113.0,Wednesday,50,12,13,1
2014-12-10 16:33:00,1:12:45,1:12:29,2.476,5.895,Level 2,J1772,0.74,30308,Plug Out at Vehicle,1.03,30318,269487.0,Wednesday,50,12,16,1
2014-12-10 13:04:00,4:24:05,4:23:36,5.665,13.488,Level 2,J1772,1.693,30308,Customer,3.74,30308,304213.0,Wednesday,50,12,13,1
2014-12-10 09:54:00,7:03:51,5:11:46,5.787000000000001,13.777999999999999,Level 2,J1772,1.729,30308,Plug Out at Vehicle,6.0,30215,318309.0,Wednesday,50,12,9,1
2014-12-10 08:15:00,7:38:28,3:49:46,4.15,9.881,Level 2,J1772,1.24,30308,Plug Out at Vehicle,6.49,30306,254595.0,Wednesday,50,12,8,1
2014-12-10 07:54:00,4:54:20,2:35:21,3.025,7.2010000000000005,Level 2,J1772,0.904,30308,Plug Out at Vehicle,4.17,30096,320985.0,Wednesday,50,12,7,1
2014-12-10 10:03:00,2:42:44,2:42:20,3.674,8.748,Level 2,J1772,1.0979999999999999,30308,Plug Out at Vehicle,2.31,30269,323807.0,Wednesday,50,12,10,1
2014-12-10 07:47:00,1:57:20,1:57:14,2.925,6.962999999999999,Level 2,J1772,0.8740000000000001,30308,Plug Out at Vehicle,1.66,30068,260891.0,Wednesday,50,12,7,1
2014-12-10 08:17:00,0:55:02,0:54:34,1.173,2.7939999999999996,Level 2,J1772,0.35100000000000003,30308,Plug Out at Vehicle,0.78,30062,261355.0,Wednesday,50,12,8,1
2014-12-09 19:44:00,1:44:30,1:44:15,4.19,9.977,Level 2,J1772,1.252,30308,Plug Out at Vehicle,1.48,30102,254811.0,Tuesday,50,12,19,1
2014-12-09 08:04:00,7:21:06,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Plug Out at Vehicle,6.25,30062,261355.0,Tuesday,50,12,8,1
2014-12-09 08:35:00,7:11:38,4:49:39,5.38,12.809000000000001,Level 2,J1772,1.608,30308,Plug Out at Vehicle,6.11,30506,211289.0,Tuesday,50,12,8,1
2014-12-09 08:21:00,3:15:36,2:45:30,2.989,7.1160000000000005,Level 2,J1772,0.893,30308,Plug Out at Vehicle,2.77,30096,320985.0,Tuesday,50,12,8,1
2014-12-09 08:34:00,2:35:36,2:35:20,3.429,8.165,Level 2,J1772,1.025,30308,Plug Out at Vehicle,2.2,30044,320149.0,Tuesday,50,12,8,1
2014-12-08 16:14:00,4:15:32,2:10:45,2.1519999999999997,5.124,Level 2,J1772,0.643,30308,Plug Out at Vehicle,3.62,30506,211289.0,Monday,50,12,16,1
2014-12-08 07:36:00,10:06:15,3:46:54,4.525,10.773,Level 2,J1772,1.3519999999999999,30308,Plug Out at Vehicle,8.59,30040,221883.0,Monday,50,12,7,1
2014-12-08 12:36:00,1:58:05,1:57:30,2.5380000000000003,6.042999999999999,Level 2,J1772,0.758,30308,Plug Out at Vehicle,1.67,30068,260891.0,Monday,50,12,12,1
2014-12-08 10:09:00,2:48:20,2:48:06,5.112,12.171,Level 2,J1772,1.527,30308,Customer,2.38,30269,323807.0,Monday,50,12,10,1
2014-12-08 07:56:00,3:30:13,2:55:55,2.94,6.999,Level 2,J1772,0.878,30308,Plug Out at Vehicle,2.98,30096,320985.0,Monday,50,12,7,1
2014-12-07 16:59:00,3:32:43,3:32:05,7.516,17.895,Level 2,J1772,2.246,30308,Plug Out at Vehicle,3.01,30506,211289.0,Sunday,49,12,16,1
2014-12-05 20:28:00,2:17:26,2:17:23,5.406000000000001,12.872,Level 2,J1772,1.615,30308,Customer,1.95,30102,165817.0,Friday,49,12,20,1
2014-12-05 19:23:00,0:41:11,0:41:00,1.64,3.906,Level 2,J1772,0.49,30308,Plug Out at Vehicle,0.58,30039,218997.0,Friday,49,12,19,1
2014-12-05 13:36:00,1:10:44,1:09:59,2.87,6.834,Level 2,J1772,0.858,30308,CPS Server,1.0,30316,292205.0,Friday,49,12,13,1
2014-12-05 12:29:00,1:22:24,1:21:59,3.319,7.902,Level 2,J1772,0.992,30308,Plug Out at Vehicle,1.17,30506,211289.0,Friday,49,12,12,1
2014-12-05 08:54:00,2:07:07,2:06:43,3.284,7.818,Level 2,J1772,0.981,30308,Plug Out at Vehicle,1.8,30068,260891.0,Friday,49,12,8,1
2014-12-05 07:34:00,1:42:34,1:28:40,1.756,4.181,Level 2,J1772,0.525,30308,Plug Out at Vehicle,1.45,30341,214021.0,Friday,49,12,7,1
2014-12-05 07:33:00,0:01:59,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Timeout,0.0,30341,214021.0,Friday,49,12,7,1
2014-12-04 17:58:00,2:43:41,2:42:40,4.013999999999999,9.558,Level 2,J1772,1.2,30308,Plug Out at Vehicle,2.32,30360,200169.0,Thursday,49,12,17,1
2014-12-04 18:11:00,1:23:01,1:22:39,3.326,7.92,Level 2,J1772,0.9940000000000001,30308,Plug Out at Vehicle,1.18,30022,324481.0,Thursday,49,12,18,1
2014-12-04 17:32:00,2:30:57,2:30:08,3.338,7.946000000000001,Level 2,J1772,0.997,30308,Customer,2.14,30062,250315.0,Thursday,49,12,17,1
2014-12-04 16:19:00,1:50:01,1:49:35,2.779,6.617000000000001,Level 2,J1772,0.83,30308,Plug Out at Vehicle,1.56,30135,262459.0,Thursday,49,12,16,1
2014-12-04 15:47:00,1:57:49,1:57:35,2.8789999999999996,6.856,Level 2,J1772,0.86,30308,Plug Out at Vehicle,1.67,30082,207597.0,Thursday,49,12,15,1
2014-12-04 09:37:00,6:24:59,5:12:46,7.2379999999999995,17.233,Level 2,J1772,2.1630000000000003,30308,Plug Out at Vehicle,5.45,30318,305159.0,Thursday,49,12,9,1
2014-12-04 07:52:00,4:39:05,2:46:28,4.243,10.103,Level 2,J1772,1.268,30308,Plug Out at Vehicle,3.95,30062,261355.0,Thursday,49,12,7,1
2014-12-03 08:03:00,4:10:21,3:43:02,6.528,15.543,Level 2,J1772,1.9509999999999998,30308,Plug Out at Vehicle,3.55,30102,254811.0,Wednesday,49,12,8,1
2014-12-03 07:31:00,3:25:58,3:24:43,5.614,13.367,Level 2,J1772,1.6780000000000002,30308,Plug Out at Vehicle,2.92,30141,275739.0,Wednesday,49,12,7,1
2014-12-02 17:43:00,3:13:53,1:05:23,2.64,6.2860000000000005,Level 2,J1772,0.789,30308,Plug Out at Vehicle,2.75,30360,200169.0,Tuesday,49,12,17,1
2014-12-02 16:51:00,3:52:26,3:51:25,5.147,12.254000000000001,Level 2,J1772,1.538,30308,Plug Out at Vehicle,3.29,30062,250315.0,Tuesday,49,12,16,1
2014-12-02 09:46:00,1:50:17,1:50:04,1.117,2.659,Level 2,J1772,0.33399999999999996,30308,Customer,1.56,30308,209813.0,Tuesday,49,12,9,1
2014-12-02 08:21:00,3:11:39,2:58:20,4.766,11.347000000000001,Level 2,J1772,1.4240000000000002,30308,Plug Out at Vehicle,2.72,30306,254595.0,Tuesday,49,12,8,1
2014-12-02 06:14:00,1:44:39,1:44:24,3.5580000000000003,8.472000000000001,Level 2,J1772,1.063,30308,Plug Out at Vehicle,1.48,30004,268993.0,Tuesday,49,12,6,1
2014-12-01 16:11:00,4:02:04,4:01:43,8.392000000000001,19.980999999999998,Level 2,J1772,2.508,30308,Plug Out at Vehicle,3.43,30318,317047.0,Monday,49,12,16,1
2014-12-01 18:45:00,0:41:39,0:41:03,0.92,2.191,Level 2,J1772,0.275,30308,Customer,0.59,30318,269487.0,Monday,49,12,18,1
2014-12-01 17:49:00,0:08:35,0:08:04,0.174,0.415,Level 2,J1772,0.052000000000000005,30308,Customer,0.12,30044,313125.0,Monday,49,12,17,1
2014-12-01 13:25:00,3:18:36,3:02:25,4.923,11.720999999999998,Level 2,J1772,1.4709999999999999,30308,Plug Out at Vehicle,2.81,30306,254595.0,Monday,49,12,13,1
2014-12-01 13:38:00,2:07:11,2:06:54,4.446000000000001,10.585999999999999,Level 2,J1772,1.328,30308,Plug Out at Vehicle,1.8,30080,241607.0,Monday,49,12,13,1
2014-12-01 10:59:00,3:08:22,3:08:00,5.699,13.57,Level 2,J1772,1.703,30308,Plug Out at Vehicle,2.67,30309,271927.0,Monday,49,12,10,1
2014-12-01 11:29:00,1:36:18,1:36:05,3.87,9.213,Level 2,J1772,1.156,30308,Plug Out at Vehicle,1.36,0,0.0,Monday,49,12,11,1
2014-12-01 10:09:00,1:56:51,1:34:40,1.7719999999999998,4.22,Level 2,J1772,0.53,30308,Customer,1.66,30308,209813.0,Monday,49,12,10,1
2014-11-28 19:24:00,1:09:01,1:08:25,1.725,4.1080000000000005,Level 2,J1772,0.515,30308,Plug Out at Vehicle,0.98,30319,324571.0,Friday,48,11,19,1
2014-11-28 19:24:00,0:01:52,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Customer,0.0,30319,324571.0,Friday,48,11,19,1
2014-11-27 09:49:00,4:04:46,3:24:04,5.568,13.257,Level 2,J1772,1.6640000000000001,30308,Plug Out at Vehicle,3.47,30005,324063.0,Thursday,48,11,9,1
2014-11-26 11:31:00,4:13:45,3:20:10,4.93,11.738,Level 2,J1772,1.473,30308,Customer,3.59,30309,271927.0,Wednesday,48,11,11,1
2014-11-26 12:59:00,1:16:24,1:16:10,3.075,7.322,Level 2,J1772,0.919,30308,Customer,1.08,30318,269487.0,Wednesday,48,11,12,1
2014-11-26 08:03:00,1:25:35,1:25:19,3.378,8.043,Level 2,J1772,1.0090000000000001,30308,Customer,1.21,30043,251467.0,Wednesday,48,11,8,1
2014-11-26 05:30:00,2:22:56,1:57:55,2.576,6.1339999999999995,Level 2,J1772,0.77,30308,Plug Out at Vehicle,2.02,30102,254811.0,Wednesday,48,11,5,1
2014-11-25 17:34:00,4:39:22,2:38:15,4.397,10.469000000000001,Level 2,J1772,1.314,30308,Plug Out at Vehicle,3.96,30622,217113.0,Tuesday,48,11,17,1
2014-11-25 18:20:00,1:58:56,1:59:00,4.755,11.322000000000001,Level 2,J1772,1.421,30308,Customer,1.68,30318,269487.0,Tuesday,48,11,18,1
2014-11-25 16:09:00,1:01:48,1:01:44,2.471,5.8839999999999995,Level 2,J1772,0.738,30308,Plug Out at Vehicle,0.88,30062,261355.0,Tuesday,48,11,16,1
2014-11-25 10:43:00,1:16:43,1:16:29,3.142,7.481,Level 2,J1772,0.9390000000000001,30308,Plug Out at Vehicle,1.09,0,0.0,Tuesday,48,11,10,1
2014-11-24 17:50:00,0:06:17,0:05:59,0.235,0.5589999999999999,Level 2,J1772,0.07,30308,Plug Out at Vehicle,0.09,30044,313125.0,Monday,48,11,17,1
2014-11-24 16:40:00,0:38:23,0:38:09,0.872,2.076,Level 2,J1772,0.26,30308,Plug Out at Vehicle,0.54,30062,261355.0,Monday,48,11,16,1
2014-11-24 14:07:00,1:57:16,1:56:59,4.62,11.0,Level 2,J1772,1.381,30308,Plug Out at Vehicle,1.66,30622,217113.0,Monday,48,11,14,1
2014-11-24 08:19:00,5:12:38,5:12:21,8.465,20.155,Level 2,J1772,2.529,30308,Plug Out at Vehicle,4.43,30318,317047.0,Monday,48,11,8,1
2014-11-24 10:26:00,2:21:20,2:21:11,4.4910000000000005,10.694,Level 2,J1772,1.3419999999999999,30308,Plug Out at Vehicle,2.0,0,0.0,Monday,48,11,10,1
2014-11-24 08:05:00,3:26:44,3:00:45,3.161,7.527,Level 2,J1772,0.945,30308,Plug Out at Vehicle,2.93,30062,261355.0,Monday,48,11,8,1
2014-11-24 08:20:00,1:57:17,1:57:05,3.392,8.077,Level 2,J1772,1.014,30308,Plug Out at Vehicle,1.66,30215,318309.0,Monday,48,11,8,1
2014-11-23 18:00:00,4:01:09,2:58:40,4.827,11.493,Level 2,J1772,1.442,30308,Plug Out at Vehicle,3.42,30082,207597.0,Sunday,47,11,18,1
2014-11-22 14:48:00,4:51:23,4:45:20,8.472000000000001,20.17,Level 2,J1772,2.531,30308,Customer,4.13,30318,269487.0,Saturday,47,11,14,1
2014-11-21 16:19:00,3:30:21,3:03:29,3.466,8.253,Level 2,J1772,1.036,30308,CPS Server,2.98,30024,213561.0,Friday,47,11,16,1
2014-11-21 14:12:00,1:55:14,1:55:05,4.609,10.974,Level 2,J1772,1.3769999999999998,30308,Plug Out at Vehicle,1.63,30101,250761.0,Friday,47,11,14,1
2014-11-21 09:03:00,5:22:02,5:21:58,8.512,20.268,Level 2,J1772,2.544,30308,Plug Out at Vehicle,4.56,30622,217113.0,Friday,47,11,9,1
2014-11-21 08:16:00,4:41:56,3:26:10,3.4360000000000004,8.18,Level 2,J1772,1.0270000000000001,30308,Plug Out at Vehicle,3.99,30096,320985.0,Friday,47,11,8,1
2014-11-21 08:30:00,3:28:11,3:27:50,4.7,11.19,Level 2,J1772,1.4040000000000001,30308,Plug Out at Vehicle,2.95,30306,254595.0,Friday,47,11,8,1
2014-11-21 07:35:00,3:02:37,3:02:30,4.1610000000000005,9.907,Level 2,J1772,1.2429999999999999,30308,Plug Out at Vehicle,2.59,30068,260891.0,Friday,47,11,7,1
2014-11-20 17:17:00,3:39:35,3:39:25,5.165,12.297,Level 2,J1772,1.5430000000000001,30308,Customer,3.11,30062,250315.0,Thursday,47,11,17,1
2014-11-20 17:49:00,1:55:59,1:55:35,2.374,5.652,Level 2,J1772,0.7090000000000001,30308,Plug Out at Vehicle,1.64,30341,214021.0,Thursday,47,11,17,1
2014-11-20 17:21:00,1:21:27,1:20:58,3.26,7.763,Level 2,J1772,0.9740000000000001,30308,Plug Out at Vehicle,1.15,30506,211289.0,Thursday,47,11,17,1
2014-11-20 14:42:00,2:31:06,2:10:10,2.6489999999999996,6.307,Level 2,J1772,0.792,30308,Customer,2.14,30308,209813.0,Thursday,47,11,14,1
2014-11-20 14:57:00,0:01:59,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Timeout,0.0,30318,317047.0,Thursday,47,11,14,1
2014-11-20 12:29:00,2:14:26,2:12:14,2.8,6.666,Level 2,J1772,0.8370000000000001,30308,Plug Out at Vehicle,1.9,30215,318309.0,Thursday,47,11,12,1
2014-11-20 09:09:00,5:28:29,4:55:55,7.184,17.105999999999998,Level 2,J1772,2.147,30308,Plug Out at Vehicle,4.65,30318,305159.0,Thursday,47,11,9,1
2014-11-20 10:11:00,1:44:09,1:43:34,2.181,5.192,Level 2,J1772,0.652,30308,Plug Out at Vehicle,1.48,30306,254595.0,Thursday,47,11,10,1
2014-11-20 09:27:00,1:24:10,1:00:54,1.103,2.627,Level 2,J1772,0.33,30308,Customer,1.19,30308,209813.0,Thursday,47,11,9,1
2014-11-20 07:47:00,1:26:25,1:26:05,3.4010000000000002,8.099,Level 2,J1772,1.016,30308,Plug Out at Vehicle,1.22,30102,254811.0,Thursday,47,11,7,1
2014-11-19 14:56:00,3:49:05,3:48:55,5.93,14.118,Level 2,J1772,1.7719999999999998,30308,Plug Out at Vehicle,3.25,30080,241607.0,Wednesday,47,11,14,1
2014-11-19 15:26:00,1:22:13,1:21:59,3.286,7.824,Level 2,J1772,0.982,30308,Plug Out at Vehicle,1.16,30102,254811.0,Wednesday,47,11,15,1
2014-11-19 10:30:00,5:51:21,5:51:01,8.934,21.272,Level 2,J1772,2.67,30308,Plug Out at Vehicle,4.98,30622,217113.0,Wednesday,47,11,10,1
2014-11-19 12:52:00,2:12:54,2:12:39,1.751,4.17,Level 2,J1772,0.523,30308,Customer,1.88,30308,209813.0,Wednesday,47,11,12,1
2014-11-19 08:36:00,4:42:04,4:41:46,6.499,15.474,Level 2,J1772,1.942,30308,Customer,4.0,30076,307599.0,Wednesday,47,11,8,1
2014-11-19 10:27:00,0:01:15,0:00:55,0.018000000000000002,0.044000000000000004,Level 2,J1772,0.005,30308,Plug Out at Vehicle,0.0,30622,217113.0,Wednesday,47,11,10,1
2014-11-19 08:28:00,3:05:37,3:05:11,3.727,8.875,Level 2,J1772,1.114,30308,Plug Out at Vehicle,2.63,30306,254595.0,Wednesday,47,11,8,1
2014-11-19 07:14:00,3:07:22,2:31:29,3.4330000000000003,8.174,Level 2,J1772,1.026,30308,Plug Out at Vehicle,2.65,30075,206089.0,Wednesday,47,11,7,1
2014-11-19 08:53:00,1:35:45,1:35:24,2.126,5.062,Level 2,J1772,0.635,30308,Customer,1.36,30002,314151.0,Wednesday,47,11,8,1
2014-11-18 17:53:00,3:06:55,3:06:41,4.695,11.179,Level 2,J1772,1.403,30308,Plug Out at Vehicle,2.65,30062,250315.0,Tuesday,47,11,17,1
2014-11-18 11:51:00,4:23:57,4:23:26,5.279,12.569,Level 2,J1772,1.577,30308,Plug Out at Vehicle,3.74,30306,254595.0,Tuesday,47,11,11,1
2014-11-18 08:49:00,6:13:24,5:50:06,8.081,19.24,Level 2,J1772,2.415,30308,Plug Out at Vehicle,5.29,30318,317047.0,Tuesday,47,11,8,1
2014-11-18 11:03:00,1:23:23,1:23:05,1.9040000000000001,4.533,Level 2,J1772,0.569,30308,Plug Out at Vehicle,1.18,30622,217113.0,Tuesday,47,11,11,1
2014-11-18 09:52:00,2:28:44,2:00:44,2.266,5.396,Level 2,J1772,0.677,30308,Customer,2.11,30308,209813.0,Tuesday,47,11,9,1
2014-11-18 09:57:00,1:41:31,1:41:14,2.102,5.004,Level 2,J1772,0.628,30308,Plug Out at Vehicle,1.44,30022,144747.0,Tuesday,47,11,9,1
2014-11-18 07:42:00,3:20:16,2:11:40,3.031,7.218,Level 2,J1772,0.9059999999999999,30308,Plug Out at Vehicle,2.84,30068,260891.0,Tuesday,47,11,7,1
2014-11-18 06:44:00,1:07:35,1:07:19,2.6489999999999996,6.307,Level 2,J1772,0.792,30308,Plug Out at Vehicle,0.96,30075,206089.0,Tuesday,47,11,6,1
2014-11-17 17:26:00,2:29:10,2:28:34,5.611000000000001,13.359000000000002,Level 2,J1772,1.6769999999999998,30308,Plug Out at Vehicle,2.11,30044,313125.0,Monday,47,11,17,1
2014-11-17 11:23:00,1:01:12,1:01:04,1.636,3.8960000000000004,Level 2,J1772,0.489,30308,CPS Server,0.87,30622,217113.0,Monday,47,11,11,1
2014-11-17 14:52:00,1:36:25,1:32:45,3.7910000000000004,9.026,Level 2,J1772,1.133,30308,Plug Out at Vehicle,1.37,30506,211289.0,Monday,47,11,14,1
2014-11-17 08:41:00,5:07:10,2:55:39,2.89,6.881,Level 2,J1772,0.8640000000000001,30308,Plug Out at Vehicle,4.35,30068,260891.0,Monday,47,11,8,1
2014-11-17 11:55:00,0:53:20,0:52:59,1.575,3.7510000000000003,Level 2,J1772,0.47100000000000003,30308,Plug Out at Vehicle,0.76,30102,254811.0,Monday,47,11,11,1
2014-11-17 11:16:00,1:07:14,1:00:49,1.318,3.138,Level 2,J1772,0.39399999999999996,30308,Plug Out at Vehicle,0.95,30622,217113.0,Monday,47,11,11,1
2014-11-17 10:26:00,1:10:42,1:10:15,1.5859999999999999,3.7769999999999997,Level 2,J1772,0.474,30308,Plug Out at Vehicle,1.0,30306,254595.0,Monday,47,11,10,1
2014-11-17 08:41:00,2:34:02,2:33:40,3.7030000000000003,8.817,Level 2,J1772,1.107,30308,Plug Out at Vehicle,2.18,30345,183185.0,Monday,47,11,8,1
2014-11-17 06:49:00,4:25:14,4:02:31,4.758,11.327,Level 2,J1772,1.422,30308,Plug Out at Vehicle,3.76,30114,235945.0,Monday,47,11,6,1
2014-11-16 22:22:00,8:32:34,8:29:01,19.71,46.928000000000004,Level 2,J1772,5.89,30308,CPS Server,7.26,33331,276131.0,Sunday,46,11,22,1
2014-11-17 07:10:00,1:16:55,1:16:39,2.761,6.5729999999999995,Level 2,J1772,0.825,30308,Plug Out at Vehicle,1.09,30075,206089.0,Monday,47,11,7,1
2014-11-15 16:47:00,1:56:03,1:55:49,4.681,11.145999999999999,Level 2,J1772,1.399,30308,Plug Out at Vehicle,1.64,30047,284619.0,Saturday,46,11,16,1
2014-11-15 11:24:00,3:43:27,3:42:07,5.14,12.238,Level 2,J1772,1.536,30308,Plug Out at Vehicle,3.17,30045,317899.0,Saturday,46,11,11,1
2014-11-15 10:03:00,6:14:26,5:31:31,6.462999999999999,15.387,Level 2,J1772,1.931,30308,Plug Out at Vehicle,5.3,30080,252787.0,Saturday,46,11,10,1
2014-11-15 06:41:00,6:47:17,3:24:00,4.88,11.619000000000002,Level 2,J1772,1.4580000000000002,30308,Plug Out at Vehicle,5.77,30004,268993.0,Saturday,46,11,6,1
2014-11-15 11:33:00,3:49:54,1:44:30,1.111,2.645,Level 2,J1772,0.332,30308,Plug Out at Vehicle,3.26,0,1776.0,Saturday,46,11,11,1
2014-11-15 08:08:00,2:50:23,2:50:13,4.696000000000001,11.18,Level 2,J1772,1.403,30308,Plug Out at Vehicle,2.41,30004,318245.0,Saturday,46,11,8,1
2014-11-15 07:59:00,1:48:47,1:48:09,2.3680000000000003,5.638999999999999,Level 2,J1772,0.708,30308,Plug Out at Vehicle,1.54,30066,227551.0,Saturday,46,11,7,1
2014-11-14 14:59:00,6:33:04,3:15:39,5.08,12.095999999999998,Level 2,J1772,1.518,30308,Plug Out at Vehicle,5.57,30004,268993.0,Friday,46,11,14,1
2014-11-14 11:51:00,3:37:27,3:24:50,3.68,8.762,Level 2,J1772,1.1,30308,Plug Out at Vehicle,3.08,30080,241607.0,Friday,46,11,11,1
2014-11-14 14:29:00,0:37:40,0:37:28,1.3869999999999998,3.303,Level 2,J1772,0.414,30308,Plug Out at Vehicle,0.53,30033,317831.0,Friday,46,11,14,1
2014-11-14 10:55:00,3:18:57,3:18:41,5.399,12.854000000000001,Level 2,J1772,1.6130000000000002,30308,Plug Out at Vehicle,2.82,0,0.0,Friday,46,11,10,1
2014-11-14 08:36:00,4:37:46,4:37:19,6.928999999999999,16.497,Level 2,J1772,2.07,30308,Plug Out at Vehicle,3.94,30076,307599.0,Friday,46,11,8,1
2014-11-14 07:54:00,4:14:02,4:10:40,4.854,11.558,Level 2,J1772,1.4509999999999998,30308,Plug Out at Vehicle,3.6,0,0.0,Friday,46,11,7,1
2014-11-14 09:01:00,0:54:34,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Plug Out at Vehicle,0.77,30082,207597.0,Friday,46,11,9,1
2014-11-14 07:49:00,1:16:54,1:16:44,2.521,6.002999999999999,Level 2,J1772,0.753,30308,Plug Out at Vehicle,1.09,30102,254811.0,Friday,46,11,7,1
2014-11-13 19:34:00,1:21:57,1:21:34,2.055,4.8919999999999995,Level 2,J1772,0.614,30308,Customer,1.16,30062,250315.0,Thursday,46,11,19,1
2014-11-13 17:21:00,2:20:09,2:19:19,3.9610000000000003,9.431000000000001,Level 2,J1772,1.1840000000000002,30308,Plug Out at Vehicle,1.99,30506,211289.0,Thursday,46,11,17,1
2014-11-13 14:45:00,3:53:07,3:52:50,6.172999999999999,14.697000000000001,Level 2,J1772,1.844,30308,Plug Out at Vehicle,3.3,30080,241607.0,Thursday,46,11,14,1
2014-11-13 15:47:00,2:37:22,2:37:10,6.205,14.775,Level 2,J1772,1.854,30308,Customer,2.23,30318,269487.0,Thursday,46,11,15,1
2014-11-13 08:05:00,5:27:25,4:02:35,5.308,12.638,Level 2,J1772,1.5859999999999999,30308,CPS Server,4.64,30346,300523.0,Thursday,46,11,8,1
2014-11-13 08:59:00,5:02:32,5:02:06,5.643,13.436,Level 2,J1772,1.686,30308,Customer,4.29,30114,264643.0,Thursday,46,11,8,1
2014-11-13 12:52:00,0:38:35,0:38:19,1.536,3.657,Level 2,J1772,0.45899999999999996,30308,Plug Out at Vehicle,0.55,30068,260891.0,Thursday,46,11,12,1
2014-11-12 07:37:00,2:12:17,1:50:25,2.138,5.09,Level 2,J1772,0.639,30308,CPS Server,1.87,30346,300523.0,Wednesday,46,11,7,1
2014-11-12 14:58:00,1:14:03,1:13:49,2.594,6.176,Level 2,J1772,0.775,30308,Plug Out at Vehicle,1.05,30506,211289.0,Wednesday,46,11,14,1
2014-11-12 08:51:00,5:00:15,4:44:26,7.946000000000001,18.919,Level 2,J1772,2.374,30308,Plug Out at Vehicle,4.25,30318,308583.0,Wednesday,46,11,8,1
2014-11-12 08:44:00,4:09:13,4:09:06,5.232,12.456,Level 2,J1772,1.5630000000000002,30308,Plug Out at Vehicle,3.53,0,0.0,Wednesday,46,11,8,1
2014-11-12 09:50:00,0:02:00,0:00:00,0.0,0.0,Level 2,J1772,0.0,30308,Timeout,0.0,30346,300523.0,Wednesday,46,11,9,1
2014-11-11 17:56:00,4:55:41,3:39:26,6.6579999999999995,15.853,Level 2,J1772,1.99,30308,Plug Out at Vehicle,4.19,30082,207597.0,Tuesday,46,11,17,1
2014-11-11 12:52:00,8:08:13,3:27:00,3.853,9.173,Level 2,J1772,1.151,30308,Plug Out at Vehicle,6.92,30062,250315.0,Tuesday,46,11,12,1
2014-11-11 15:05:00,1:40:42,1:40:24,3.963,9.436,Level 2,J1772,1.1840000000000002,30308,Plug Out at Vehicle,1.43,30080,241607.0,Tuesday,46,11,15,1
2014-11-11 09:57:00,2:40:58,2:23:39,2.822,6.718999999999999,Level 2,J1772,0.843,30308,CPS Server,2.28,30346,300523.0,Tuesday,46,11,9,1
